Discipline	Season	Year	Event	Gender	real_g	real_s	real_b	gen_g	gen_s	gen_b	status	text
Rowing	Summer	1988	Coxed Eights	Men	FRG	URS	USA	FRG	URS	USA	accepted	"In the 1988 Olympic Games held in Seoul, South Korea, the medals for the Men's Rowing Coxed Eights event were awarded as follows:

- **Gold Medal**: West Germany
- **Silver Medal**: Soviet Union
- **Bronze Medal**: United States

The Coxed Eights event is one of the classic rowing competitions, with eight rowers and a coxswain in each boat."
Rowing	Summer	1988	Coxed Eights	Women	GDR	ROU	CHN	ROU	USA	GDR	accepted	"At the 1988 Olympic Games in Seoul, the Women's Rowing Coxed Eights event saw the following countries win the medals:

- **Gold Medal:** Romania
- **Silver Medal:** United States
- **Bronze Medal:** East Germany

These teams competed and succeeded in one of the most prestigious events in the sport of rowing, showcasing their strength and coordination over the 2000-meter course."
Rowing	Summer	1988	Coxed Fours	Men	GDR	ROU	NZL	GDR	ITA	NZL	accepted	"The Men's Rowing Coxed Fours event at the 1988 Summer Olympics in Seoul saw the following medalists:

- **Gold Medal:** Germany (East Germany, representing the German Democratic Republic)
- **Silver Medal:** Italy
- **Bronze Medal:** New Zealand

These teams delivered strong performances to secure their places on the podium."
Rowing	Summer	1988	Coxed Fours	Women	GDR	CHN	ROU	GDR	ROU	CHN	accepted	"At the 1988 Seoul Olympic Games, the Women's Rowing Coxed Fours event medals were awarded as follows:

- **Gold**: East Germany (GDR) - The team consisted of Ramona Balthasar, Birte Siech, Iris Rudolph, Ute Wild, and coxswain Sylvia Rose.
- **Silver**: Romania (ROU) - The Romanian team included Marioara Trașcă, Veronica Necula, Lucia Sauca, Adriana Bazon, and coxswain Elena Dobriţoiu.
- **Bronze**: People's Republic of China (CHN) - The Chinese team was composed of Li Ronghua, Yan Shimin, Zhang Yali, Wu Linhong, and coxswain Hou Yujia.

These teams displayed outstanding performance during the competition, earning their places on the podium."
Field Hockey	Summer	1988	Field Hockey	Men	GBR	FRG	NED	GBR	FRG	NED	accepted	"In the 1988 Summer Olympics held in Seoul, South Korea, the medals for the Men's Field Hockey event were awarded as follows:

- **Gold Medal:** Great Britain
- **Silver Medal:** West Germany
- **Bronze Medal:** Netherlands

Great Britain won the gold after defeating West Germany in the final, while the Netherlands won the bronze medal by beating Australia in the match for the third place."
Field Hockey	Summer	1988	Field Hockey	Women	AUS	KOR	NED	AUS	KOR	NED	accepted	"At the 1988 Summer Olympics in Seoul, South Korea, the medals for the Women's Field Hockey event were awarded as follows:

- **Gold Medal:** Australia
- **Silver Medal:** South Korea
- **Bronze Medal:** Netherlands

These teams emerged as the top performers in the women's field hockey competition during those games."
Fencing	Summer	1988	Foil, Team	Men	URS	FRG	HUN	FRG	URS	FRA	accepted	"At the 1988 Summer Olympics in Seoul, the Men's Fencing Foil, Team event saw the following medal winners:

- **Gold Medal**: West Germany
- **Silver Medal**: Soviet Union
- **Bronze Medal**: France"
Fencing	Summer	1988	Foil, Team	Women	FRG	ITA	HUN	FRG	URS	HUN	accepted	"At the 1988 Summer Olympics held in Seoul, South Korea, the medals for the Women's Fencing Foil, Team event were awarded as follows:

- **Gold Medal**: Team Germany (FRG) - the West German team
- **Silver Medal**: Team Soviet Union (URS)
- **Bronze Medal**: Team Hungary

These teams showcased exceptional skill and teamwork in the competition to earn their respective medals."
Handball	Summer	1988	Handball	Men	URS	KOR	YUG	URS	KOR	YUG	accepted	"At the 1988 Summer Olympics held in Seoul, South Korea, the medals in the Men's Handball event were awarded as follows:

- **Gold Medal:** The Soviet Union
- **Silver Medal:** South Korea
- **Bronze Medal:** Yugoslavia

The Soviet Union emerged victorious in the tournament, South Korea secured the silver medal in a commendable performance as the host nation, and Yugoslavia took home the bronze medal."
Handball	Summer	1988	Handball	Women	KOR	NOR	URS	URS	KOR	CHN	accepted	"At the 1988 Summer Olympics in Seoul, South Korea, the medals for the Women's Handball event were awarded as follows:

- **Gold Medal:** The Soviet Union
- **Silver Medal:** South Korea
- **Bronze Medal:** China

This marked a significant achievement for all three teams in the highly competitive event."
Indoor Volleyball	Summer	1988	Indoor Volleyball	Men	USA	URS	ARG	URS	USA	ARG	accepted	"At the 1988 Summer Olympics held in Seoul, the medals for the Men's Indoor Volleyball event were awarded as follows:

- **Gold Medal**: The Soviet Union (USSR) team.
- **Silver Medal**: The United States team.
- **Bronze Medal**: The Argentina team.

This event featured strong performances from several countries, but ultimately the Soviet Union emerged victorious."
Indoor Volleyball	Summer	1988	Indoor Volleyball	Women	URS	PER	CHN	URS	PER	CHN	accepted	"At the 1988 Summer Olympics held in Seoul, South Korea, the Women's Indoor Volleyball event concluded with the following medalists:

- **Gold Medal:** The Soviet Union
- **Silver Medal:** Peru
- **Bronze Medal:** China

These teams showcased exceptional performance throughout the tournament, resulting in their podium finishes."
Rowing	Summer	1988	Quadruple Sculls	Men	ITA	NOR	GDR	FRG	URS	GDR	accepted	"The Men's Rowing Quadruple Sculls event at the 1988 Olympic Games in Seoul had the following medal winners:

- **Gold**: West Germany (Wolfgang Maennig, Thomas Möllenkamp, Matthias Ungemach, and Uwe Mund)
- **Silver**: Soviet Union (Sergei Kaleschuk, Vasily Tikhonov, Valery Dolinin, and Vladimir Filatov)
- **Bronze**: East Germany (Karl-Heinz Bußert, Uwe Heppner, Uwe Gasch, and Uwe Dühring)

These athletes excelled in their performances, securing their places on the podium in this demanding rowing event."
Rowing	Summer	1988	Quadruple Sculls	Women	GDR	URS	ROU	GDR	ROU	URS	accepted	"In the 1988 Seoul Olympic Games, the Women's Rowing Quadruple Sculls event saw the following medal winners:

- **Gold Medal**: East Germany (GDR)
- **Silver Medal**: Romania
- **Bronze Medal**: Soviet Union

These teams demonstrated exceptional skill and coordination to secure their places on the podium."
Archery	Summer	1988	Team	Men	KOR	USA	GBR	KOR	USA	GBR	accepted	"In the 1988 Olympic Games held in Seoul, South Korea, the medals in the Men's Archery Team event were awarded as follows:

- **Gold Medal: South Korea**
  - Team Members: Chung Jae-Hun, Kim Soo-Nyung, Park Sung-Soo

- **Silver Medal: United States**
  - Team Members: Jay Barrs, Richard McKinney, Darrell Pace

- **Bronze Medal: Great Britain**
  - Team Members: Steven Hallard, Richard Priestman, Leroy Watson

These teams delivered strong performances to secure their places on the podium."
Archery	Summer	1988	Team	Women	KOR	INA	USA	KOR	INA	USA	accepted	"In the 1988 Summer Olympics held in Seoul, South Korea, the medals for the Women's Archery Team event were awarded as follows:

- **Gold Medal**: South Korea (Team members: Kim Soo-Nyung, Wang Hee-Kyung, and Yun Young-Sook)
- **Silver Medal**: Indonesia (Team members: Nurfitriyana Saiman, Kusuma Wardhani, and Lilies Handayani)
- **Bronze Medal**: United States (Team members: Denise Parker, Sherry Block, and Debra Ochs)

This event marked an important achievement for South Korea as they secured the top podium position in women's team archery."
Artistic Gymnastics	Summer	1988	Team All-Around	Men	URS	GDR	JPN	URS	GDR	JPN	accepted	"At the 1988 Summer Olympics held in Seoul, South Korea, the medals in the Men's Artistic Gymnastics Team All-Around event were awarded as follows:

- **Gold Medal:** The Soviet Union (USSR) team
- **Silver Medal:** The East German (GDR) team
- **Bronze Medal:** The Japanese team

The USSR team continued their tradition of excellence in gymnastics with a dominant performance, while East Germany and Japan also put in strong performances to round out the podium finishes."
Artistic Gymnastics	Summer	1988	Team All-Around	Women	URS	ROU	GDR	URS	ROU	GDR	accepted	"In the 1988 Olympic Games held in Seoul, the medals in the Women's Artistic Gymnastics Team All-Around event were awarded as follows:

- **Gold Medal:** Soviet Union
  - Team members: Svetlana Boginskaya, Elena Shushunova, Natalia Laschenova, Olga Strazheva, Elena Shevchenko, and Olesya Dudnik.

- **Silver Medal:** Romania
  - Team members: Daniela Silivaș, Aurelia Dobre, Gabriela Potorac, Eugenia Golea, Celestina Popa, and Cristina Bontaș.

- **Bronze Medal:** East Germany
  - Team members: Dagmar Kersten, Ulrike Klotz, Gabriele Faehnrich, Betti Schieferdecker, Anja Wilhelm, and Jana Günther.

These teams displayed exceptional skill and coordination to earn their places on the podium."
Swimming	Summer	1992	4 x 100 metres Freestyle Relay	Men	USA	EUN	GER	USA	EUN	GER	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Men's Swimming 4 x 100 metres Freestyle Relay event were awarded as follows:

- **Gold:** United States
- **Silver:** Unified Team (EUN, representing former Soviet republics)
- **Bronze:** Germany

The United States team won the event with a strong performance, maintaining their long-standing dominance in swimming relays."
Swimming	Summer	1992	4 x 100 metres Freestyle Relay	Women	USA	CHN	GER	USA	EUN	GER	accepted	"At the 1992 Summer Olympics in Barcelona, the medals in the Women's 4 x 100 metres Freestyle Relay event were awarded as follows:

- **Gold Medal**: United States (Leigh Ann Fetter, Nicole Haislett, Angel Martino, Jenny Thompson)
- **Silver Medal**: Unified Team (Viktoria Shklover, Natalia Meshcheryakova, Yelena Ragozina, Natalia Ustinova)
- **Bronze Medal**: Germany (Franziska van Almsick, Daniela Hunger, Manuela Stellmach, Simone Osygus)

These teams performed exceptionally well and showcased their impressive swimming capabilities, leading to their podium finishes."
Swimming	Summer	1992	4 x 100 metres Medley Relay	Men	USA	EUN	CAN	EUN	USA	CAN	accepted	"At the 1992 Olympic Games in Barcelona, the medals for the Men's 4 x 100 metres Medley Relay event were awarded as follows:

- **Gold Medal**: Unified Team (comprised of swimmers from the former Soviet Union)
- **Silver Medal**: United States
- **Bronze Medal**: Canada

This event showcased some outstanding performances by the world's best swimmers representing their respective countries."
Swimming	Summer	1992	4 x 100 metres Medley Relay	Women	USA	GER	EUN	USA	EUN	GER	accepted	"At the 1992 Olympic Games in Barcelona, the medals for the Women's 4 x 100 metres Medley Relay event were awarded as follows:

- **Gold Medal**: United States Team
- **Silver Medal**: Unified Team (EUN), representing the former Soviet republics
- **Bronze Medal**: Germany Team 

These teams delivered remarkable performances, showcasing their excellence in swimming and teamwork."
Athletics	Summer	1992	4 x 100 metres Relay	Men	USA	NGR	CUB	USA	NGR	CUB	accepted	"At the 1992 Summer Olympics in Barcelona, the Men's 4 x 100 metres relay event concluded with the following medalists:

- **Gold Medal:** United States team, with runners Mike Marsh, Leroy Burrell, Dennis Mitchell, and Carl Lewis.
- **Silver Medal:** Nigeria team, with runners Oluyemi Kayode, Chidi Imoh, Olapade Adeniken, and Davidson Ezinwa.
- **Bronze Medal:** Cuba team, with runners Jorge Aguilera, Joel Lamela, Hermenegildo Báez, and Andrés Simón.

These teams showcased remarkable performances to secure their respective positions on the podium."
Athletics	Summer	1992	4 x 100 metres Relay	Women	USA	EUN	NGR	USA	EUN	NGR	accepted	"At the 1992 Olympic Games held in Barcelona, the medals for the Women's Athletics 4 x 100 metres Relay event were awarded as follows:

- **Gold Medal:** United States
  - Team members: Evelyn Ashford, Esther Jones, Carlette Guidry, Gwen Torrence

- **Silver Medal:** Unified Team (representing former Soviet republics)
  - Team members: Olga Bogoslovskaya, Galina Malchugina, Natalya Pomoshchnikova, Irina Privalova

- **Bronze Medal:** Nigeria
  - Team members: Beatrice Utondu, Christy Opara-Thompson, Faith Idehen, Mary Onyali

These teams successfully navigated through the heats and the final to secure their respective positions on the podium."
Athletics	Summer	1992	4 x 400 metres Relay	Men	USA	CUB	GBR	USA	CUB	GBR	accepted	"At the 1992 Summer Olympics in Barcelona, the Men's Athletics 4 x 400 metres Relay event saw the following medalists:

- **Gold Medal:** The United States team, consisting of Quincy Watts, Steve Lewis, Danny Everett, and Michael Johnson.
- **Silver Medal:** The Cuba team.
- **Bronze Medal:** The Great Britain team.

The U.S. team delivered a dominant performance to securely win the gold medal in this event."
Athletics	Summer	1992	4 x 400 metres Relay	Women	EUN	USA	GBR	EUN	USA	GBR	accepted	"In the 1992 Summer Olympics held in Barcelona, the medals for the Women's 4 x 400 meters Relay event were awarded to the following teams:

- **Gold**: Unified Team (EUN) - This team represented the former Soviet Union countries, and the athletes were Yelena Ruzina, Lyudmila Dzhigalova, Olga Nazarova, and Irina Privalova.
  
- **Silver**: United States - The team consisted of Rochelle Stevens, Jearl Miles, Natasha Kaiser, and Gwen Torrence.
  
- **Bronze**: Great Britain - The athletes for this team were Sandra Douglas, Phylis Smith, Jennifer Stoute, and Sally Gunnell.

These teams showcased outstanding performances, leading them to victory in this highly competitive event."
Basketball	Summer	1992	Basketball	Men	USA	CRO	LTU	USA	CRO	LTU	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Men's Basketball event were awarded as follows:

- **Gold Medal:** United States
- **Silver Medal:** Croatia
- **Bronze Medal:** Lithuania

The United States team, known as the ""Dream Team,"" was particularly notable as it featured NBA stars and is widely regarded as one of the greatest teams ever assembled in the history of basketball."
Basketball	Summer	1992	Basketball	Women	EUN	CHN	USA	EUN	CHN	USA	accepted	"At the 1992 Summer Olympics held in Barcelona, the medals for the Women's Basketball event were awarded as follows:

- **Gold Medal**: Unified Team (EUN), which consisted mostly of players from the former Soviet Union.
- **Silver Medal**: China
- **Bronze Medal**: United States"
Rowing	Summer	1992	Coxed Eights	Men	CAN	ROU	GER	CAN	ROU	GER	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Men's Coxed Eights rowing event were awarded as follows:

- **Gold**: Canada
- **Silver**: Romania
- **Bronze**: Germany

This event saw strong competition and these three teams emerged as the top performers in the final race."
Rowing	Summer	1992	Coxed Eights	Women	CAN	ROU	GER	ROU	CAN	GER	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Women's Rowing Coxed Eights event were awarded to the following teams:

- **Gold Medal:** Romania
- **Silver Medal:** Canada
- **Bronze Medal:** Germany

These teams competed at the Lake of Banyoles, where the rowing events were held. The Romanian team managed to secure the gold medal with an outstanding performance, followed by Canada and Germany."
Rowing	Summer	1992	Coxless Fours	Men	AUS	USA	SLO	AUS	SLO	GBR	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Men's Rowing Coxless Fours event were awarded as follows:

- **Gold Medal**: Australia
- **Silver Medal**: Slovenia
- **Bronze Medal**: Great Britain

These teams demonstrated exceptional skill and coordination to reach the podium in this highly competitive event."
Rowing	Summer	1992	Coxless Fours	Women	CAN	USA	GER				accepted	The Women's Rowing Coxless Fours event was not included in the 1992 Summer Olympics held in Barcelona. In fact, the Women's Coxless Fours has not been a regular event at the Olympic Games. Instead, the Women's Coxless Pairs and the Women's Coxed Eights have been more prominent events. If you need information about another event or a specific medalist, please let me know!
Field Hockey	Summer	1992	Field Hockey	Men	GER	AUS	PAK	GER	AUS	PAK	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Men's Field Hockey event were awarded to the following teams:

- **Gold Medal:** Germany
- **Silver Medal:** Australia
- **Bronze Medal:** Pakistan

These teams competed at a high level throughout the tournament, with Germany ultimately securing the top spot."
Field Hockey	Summer	1992	Field Hockey	Women	ESP	GER	GBR	ESP	GER	GBR	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Women's Field Hockey event were awarded as follows:

- **Gold Medal**: Spain
- **Silver Medal**: Germany
- **Bronze Medal**: Great Britain

Spain emerged victorious on home turf, clinching the gold medal in this competition."
Fencing	Summer	1992	Foil, Team	Men	GER	CUB	POL	GER	POL	EUN	accepted	"At the 1992 Olympic Games in Barcelona, the Men's Team Foil Fencing event concluded with the following medalists:

- **Gold Medal**: Germany
- **Silver Medal**: Poland
- **Bronze Medal**: Unified Team (representing the former Soviet republics)

This event saw strong performances from these national teams, culminating in their respective medal victories."
Fencing	Summer	1992	Foil, Team	Women	ITA	GER	ROU	ITA	GER	ROU	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Women's Fencing Foil, Team event were awarded as follows:

- **Gold Medal:** Italy
- **Silver Medal:** Germany
- **Bronze Medal:** Romania

These teams excelled in the competition, demonstrating exceptional skill and teamwork to secure their spots on the podium."
Handball	Summer	1992	Handball	Men	EUN	SWE	FRA	EUN	SWE	FRA	accepted	"At the 1992 Summer Olympics in Barcelona, the medals in the Men's Handball event were awarded to the following teams:

- **Gold Medal:** Unified Team (EUN) - The Unified Team was composed of athletes from the former Soviet Union.
- **Silver Medal:** Sweden
- **Bronze Medal:** France

The 1992 Olympics were notable because they featured the Unified Team, which consisted of athletes from former Soviet republics that competed together under the Olympic flag due to the dissolution of the Soviet Union in late 1991."
Handball	Summer	1992	Handball	Women	KOR	NOR	EUN	KOR	NOR	EUN	accepted	"At the 1992 Summer Olympics held in Barcelona, the medals in the Women's Handball event were won by the following teams:

- **Gold Medal**: South Korea
- **Silver Medal**: Norway
- **Bronze Medal**: Unified Team (EUN), which consisted of athletes from the former Soviet Union.

These teams performed exceptionally well throughout the tournament to secure their places on the podium."
Indoor Volleyball	Summer	1992	Indoor Volleyball	Men	BRA	NED	USA	BRA	NED	USA	accepted	"At the 1992 Olympic Games in Barcelona, Spain, the medals for the Men's Indoor Volleyball event were awarded as follows:

- **Gold Medal**: Brazil
- **Silver Medal**: Netherlands
- **Bronze Medal**: United States

Brazil won their first Olympic gold medal in men's volleyball in this tournament."
Indoor Volleyball	Summer	1992	Indoor Volleyball	Women	CUB	EUN	USA	CUB	EUN	USA	accepted	"At the 1992 Summer Olympics in Barcelona, the medals in the Women's Indoor Volleyball event were awarded as follows:

- **Gold Medal**: Cuba
- **Silver Medal**: Unified Team (representing the former Soviet republics)
- **Bronze Medal**: United States

Cuba won the gold medal by defeating the Unified Team in the final, while the United States secured the bronze by winning their match against Brazil."
Rowing	Summer	1992	Quadruple Sculls	Men	GER	NOR	ITA	GER	NOR	ITA	accepted	"At the 1992 Summer Olympics held in Barcelona, Spain, the medals for the Men's Rowing Quadruple Sculls event were awarded as follows:

- **Gold Medal**: Germany
- **Silver Medal**: Norway
- **Bronze Medal**: Italy

These teams achieved the top three positions in the event, showcasing their exceptional rowing prowess."
Rowing	Summer	1992	Quadruple Sculls	Women	GER	ROU	EUN	GER	USA	EUN	accepted	"At the 1992 Summer Olympics in Barcelona, the medals for the Women's Rowing Quadruple Sculls event were awarded as follows:

- **Gold Medal**: Germany
- **Silver Medal**: United States
- **Bronze Medal**: Russia (competing as part of the Unified Team)

These results reflect the podium finishes in an event that showcased talent from these countries in the sport of rowing."
Archery	Summer	1992	Team	Men	ESP	FIN	GBR	ESP	FIN	GBR	accepted	"At the 1992 Summer Olympics in Barcelona, the Men's Archery Team event results were as follows:

- **Gold Medal**: Spain (Team members: Antonio Vázquez, Alfonso Menéndez, and Juan Holgado)
- **Silver Medal**: Finland (Team members: Tomi Poikolainen, Jari Lipponen, and Ismo Falck)
- **Bronze Medal**: Great Britain (Team members: Steven Hallard, Simon Terry, and Leroy Watson)

These teams emerged victorious through a series of competitive matches to secure their places on the podium."
Archery	Summer	1992	Team	Women	KOR	CHN	EUN	EUN	CHN	KOR	accepted	"At the 1992 Olympic Games in Barcelona, the medals in the Women's Archery Team event were awarded to the following teams:

- **Gold Medal:** The Unified Team, representing the former Soviet Union.
- **Silver Medal:** China.
- **Bronze Medal:** South Korea.

These teams distinguished themselves with exceptional performances in the competition. The 1992 Olympics featured some intense competition in archery, and these teams showcased their skills at a very high level."
Artistic Gymnastics	Summer	1992	Team All-Around	Men	EUN	CHN	JPN	EUN	CHN	JPN	accepted	"At the 1992 Summer Olympics in Barcelona, the medals in the Men's Artistic Gymnastics Team All-Around event were awarded as follows:

- **Gold Medal**: Unified Team (EUN), which was composed of athletes from the former Soviet Union.
- **Silver Medal**: China
- **Bronze Medal**: Japan

These teams excelled in various disciplines of artistic gymnastics to secure their respective places on the podium."
Artistic Gymnastics	Summer	1992	Team All-Around	Women	EUN	ROU	USA	EUN	ROU	USA	accepted	"At the 1992 Olympic Games in Barcelona, the Women's Artistic Gymnastics Team All-Around event saw the following countries win medals:

- **Gold Medal**: Unified Team (representing the former Soviet Union)
- **Silver Medal**: Romania
- **Bronze Medal**: United States

The Unified Team, comprised of gymnasts from the former Soviet Republics, delivered outstanding performances to clinch the gold medal, continuing the strong legacy of the Soviet gymnastics program. Romania also showcased excellent skill and consistency, securing the silver medal. The United States team performed impressively to earn the bronze medal, marking a significant achievement in their gymnastics history."
Biathlon	Winter	1994	4 x 7.5 kilometres Relay	Men	GER	RUS	FRA	RUS	GER	FRA	accepted	"In the Men's Biathlon 4 x 7.5 kilometres Relay event at the 1994 Winter Olympics in Lillehammer, Norway, the medals were awarded as follows:

- **Gold Medal**: Russia
- **Silver Medal**: Germany
- **Bronze Medal**: France

This race was held on February 26, 1994, and was one of the memorable biathlon events of those games."
Biathlon	Winter	1994	4 x 7.5 kilometres Relay	Women	RUS	GER	FRA	RUS	GER	FRA	accepted	"At the 1994 Winter Olympics held in Lillehammer, Norway, the Women's Biathlon 4 x 7.5 kilometers Relay event saw the following countries winning the medals:

- **Gold Medal**: Russia (Team members: Svetlana Ishmouratova, Natalia Snytina, Anfisa Reztsova, and Nadezhda Talanova)
- **Silver Medal**: Germany (Team members: Uschi Disl, Simone Greiner-Petter-Memm, Petra Behle, and Antje Harvey)
- **Bronze Medal**: France (Team members: Corinne Niogret, Véronique Claudel, Anne Briand, and Delphyne Burlet)

These teams delivered outstanding performances in a highly competitive and challenging event."
Swimming	Summer	1996	4 x 100 metres Freestyle Relay	Men	USA	RUS	GER	USA	RUS	BRA	accepted	"In the 1996 Summer Olympics held in Atlanta, the medals for the Men's 4 x 100 metres Freestyle Relay event were awarded to the following teams:

- **Gold Medal:** United States (Team members: Jon Olsen, Josh Davis, Brad Schumacher, Gary Hall Jr.)
- **Silver Medal:** Russia (Team members: Vladimir Pyshnenko, Sergey Ostapchuk, Yury Mukhin, Alexander Popov)
- **Bronze Medal:** Brazil (Team members: Fernando Scherer, Gustavo Borges, André Cordeiro, Xuxa (José Carlos Souza))

The U.S. team won the event with a time of 3:16.46."
